Date;Time;CO(GT);NMHC(GT);C6H6(GT);NOx(GT);NO2(GT);T;RH;AH
17/09/2004;03.00.00;0,4;-200;2,0;-200;-200;20,0;59,1;1,3694
17/09/2004;04.00.00;0,3;-200;1,2;32;23;19,7;61,9;1,4017
17/09/2004;05.00.00;0,3;-200;1,3;35;24;19,6;59,1;1,3346
17/09/2004;06.00.00;0,5;-200;2,2;84;41;19,8;56,7;1,2941
17/09/2004;07.00.00;2,4;-200;14,6;456;99;20,2;55,6;1,3043
17/09/2004;08.00.00;2,2;-200;9,7;342;91;19,7;57,8;1,3112
17/09/2004;09.00.00;1,4;-200;6,7;239;81;20,2;53,1;1,2442
17/09/2004;10.00.00;1,6;-200;7,6;337;95;22,0;47,0;1,2259
17/09/2004;11.00.00;1,6;-200;8,6;351;113;23,5;41,6;1,1884
17/09/2004;12.00.00;1,6;-200;9,0;209;89;22,8;41,8;1,1417
17/09/2004;13.00.00;2,1;-200;10,7;257;88;23,4;40,4;1,1500
17/09/2004;14.00.00;1,1;-200;6,3;169;81;23,2;42,8;1,2017
17/09/2004;15.00.00;1,6;-200;9,4;216;82;23,6;43,2;1,2433
17/09/2004;16.00.00;2,4;-200;12,5;303;115;23,9;40,8;1,1937
17/09/2004;17.00.00;2,9;-200;15,2;320;112;23,6;42,8;1,2300
17/09/2004;18.00.00;2,7;-200;14,8;310;116;23,2;43,3;1,2161
17/09/2004;19.00.00;3,1;-200;15,9;341;129;22,8;42,5;1,1608
17/09/2004;20.00.00;2,2;-200;10,0;272;110;22,3;42,2;1,1209
17/09/2004;21.00.00;1,5;-200;6,9;229;105;22,1;43,0;1,1271
17/09/2004;22.00.00;1,2;-200;5,5;168;90;22,2;42,7;1,1237
17/09/2004;23.00.00;1,3;-200;6,3;173;94;22,1;42,8;1,1265
18/09/2004;00.00.00;1,4;-200;6,7;186;96;22,1;43,5;1,1443
18/09/2004;01.00.00;0,9;-200;3,7;112;70;21,5;45,6;1,1528
18/09/2004;02.00.00;0,7;-200;3,2;79;57;21,1;44,5;1,0980
18/09/2004;03.00.00;0,6;-200;2,4;-200;-200;20,4;47,1;1,1178
18/09/2004;04.00.00;-200;-200;2,7;62;45;20,6;45,9;1,0993
18/09/2004;05.00.00;0,5;-200;2,3;58;42;20,2;46,7;1,0899
18/09/2004;06.00.00;0,8;-200;3,6;122;71;20,1;47,8;1,1144
18/09/2004;07.00.00;1,2;-200;6,4;173;82;20,0;50,7;1,1724
18/09/2004;08.00.00;1,1;-200;5,0;176;81;20,7;49,7;1,1970
18/09/2004;09.00.00;1,6;-200;7,9;233;89;24,3;39,5;1,1842
18/09/2004;10.00.00;1,4;-200;6,6;210;83;25,4;34,8;1,1119
18/09/2004;11.00.00;1,2;-200;5,2;178;82;26,6;30,7;1,0501
18/09/2004;12.00.00;1,4;-200;6,6;189;78;27,7;28,1;1,0272
18/09/2004;13.00.00;1,6;-200;7,6;210;79;27,6;28,7;1,0406
18/09/2004;14.00.00;1,1;-200;5,0;162;78;27,6;29,2;1,0594
18/09/2004;15.00.00;1,1;-200;5,3;137;73;28,1;28,6;1,0715
18/09/2004;16.00.00;1,3;-200;5,3;165;73;29,1;26,8;1,0648
18/09/2004;17.00.00;1,5;-200;6,5;204;100;28,4;28,3;1,0798
18/09/2004;18.00.00;2;-200;9,2;266;122;26,6;32,1;1,1020
18/09/2004;19.00.00;2,4;-200;11,6;299;132;25,3;35,3;1,1262
18/09/2004;20.00.00;2;-200;9,2;234;116;24,7;37,1;1,1397
18/09/2004;21.00.00;1,5;-200;7,5;181;109;23,5;40,6;1,1588
18/09/2004;22.00.00;1,7;-200;9,0;210;109;22,8;43,4;1,1915
18/09/2004;23.00.00;2,5;-200;12,1;304;116;22,2;47,9;1,2626
19/09/2004;00.00.00;2,2;-200;10,5;255;104;21,3;50,5;1,2652
19/09/2004;01.00.00;1,4;-200;7,1;149;81;20,6;53,2;1,2742
19/09/2004;02.00.00;1,2;-200;6,2;112;64;19,6;56,6;1,2797
19/09/2004;03.00.00;1,2;-200;7,8;-200;-200;18,8;59,8;1,2847
19/09/2004;04.00.00;0,9;-200;3,8;90;54;18,8;59,5;1,2758
19/09/2004;05.00.00;0,5;-200;2,3;46;35;19,3;57,0;1,2603
19/09/2004;06.00.00;0,6;-200;2,9;76;44;18,2;60,8;1,2567
19/09/2004;07.00.00;1;-200;4,8;139;62;16,8;66,8;1,2721
19/09/2004;08.00.00;1,3;-200;7,7;179;68;18,6;60,0;1,2757
19/09/2004;09.00.00;1,7;-200;8,8;224;85;22,2;48,0;1,2678
19/09/2004;10.00.00;2,2;-200;10,6;272;110;26,5;35,7;1,2149
19/09/2004;11.00.00;2,1;-200;10,2;251;115;30,0;28,5;1,1883
19/09/2004;12.00.00;2,2;-200;11,0;250;129;32,2;24,7;1,1696
19/09/2004;13.00.00;2;-200;11,9;178;106;29,6;28,6;1,1628
19/09/2004;14.00.00;2;-200;10,8;137;87;29,8;28,5;1,1809
19/09/2004;15.00.00;1,2;-200;5,1;119;70;31,1;26,1;1,1630
19/09/2004;16.00.00;1,8;-200;8,3;193;106;34,6;22,4;1,2120
19/09/2004;17.00.00;4,3;-200;20,7;329;151;33,2;25,4;1,2722
19/09/2004;18.00.00;3,8;-200;16,8;413;179;30,0;31,4;1,3074
19/09/2004;19.00.00;4,4;-200;20,4;489;188;27,5;38,1;1,3756
19/09/2004;20.00.00;3,8;-200;15,3;470;187;26,2;42,5;1,4230
19/09/2004;21.00.00;1,9;-200;8,8;228;121;24,7;46,4;1,4206
19/09/2004;22.00.00;1,7;-200;8,5;169;99;23,6;50,0;1,4383
19/09/2004;23.00.00;1,8;-200;8,7;189;100;22,7;53,6;1,4632
20/09/2004;00.00.00;1,1;-200;5,7;100;79;22,7;53,8;1,4666
20/09/2004;01.00.00;0,8;-200;4,0;71;57;22,8;53,0;1,4577
20/09/2004;02.00.00;0,7;-200;3,0;52;43;21,4;57,6;1,4469
20/09/2004;03.00.00;0,6;-200;2,2;-200;-200;19,9;62,3;1,4363
20/09/2004;04.00.00;0,5;-200;2,2;57;50;19,5;63,5;1,4269
20/09/2004;05.00.00;0,5;-200;2,7;69;47;20,2;60,8;1,4243
20/09/2004;06.00.00;0,9;-200;4,7;126;60;19,4;63,5;1,4139
20/09/2004;07.00.00;3,5;-200;21,7;376;91;18,7;65,6;1,4039
20/09/2004;08.00.00;-200;-200;32,2;-200;-200;20,1;60,6;1,4062
20/09/2004;09.00.00;5,7;-200;27,5;737;159;23,5;49,7;1,4156
20/09/2004;10.00.00;3,5;-200;18,1;481;173;26,4;41,9;1,4237
20/09/2004;11.00.00;3,7;-200;18,6;425;174;29,9;34,0;1,4096
20/09/2004;12.00.00;3,1;-200;17,6;330;165;31,5;30,8;1,4017
20/09/2004;13.00.00;3;-200;16,3;303;136;30,2;30,2;1,2744
20/09/2004;14.00.00;2,6;-200;11,8;283;125;30,5;29,3;1,2612
20/09/2004;15.00.00;2,4;-200;11,9;264;122;31,8;27,4;1,2673
20/09/2004;16.00.00;2,6;-200;15,5;280;124;34,3;23,2;1,2326
20/09/2004;17.00.00;5;-200;28,8;505;184;34,1;23,0;1,2081
20/09/2004;18.00.00;5,6;-200;31,1;566;200;30,5;29,2;1,2585
20/09/2004;19.00.00;6,5;-200;34,9;681;225;28,1;32,4;1,2173
20/09/2004;20.00.00;4,1;-200;19,5;448;168;26,5;31,7;1,0787
20/09/2004;21.00.00;2,1;-200;11,7;231;118;24,8;33,7;1,0377
20/09/2004;22.00.00;2;-200;9,9;230;115;23,9;38,1;1,1123
20/09/2004;23.00.00;1,4;-200;7,7;146;94;23,0;43,0;1,1897
21/09/2004;00.00.00;0,8;-200;4,4;77;62;23,5;44,7;1,2755
21/09/2004;01.00.00;0,8;-200;4,1;82;68;22,3;47,7;1,2643
21/09/2004;02.00.00;0,6;-200;3,1;55;50;22,1;49,8;1,3094
21/09/2004;03.00.00;0,5;-200;2,4;-200;-200;21,8;51,4;1,3272
21/09/2004;04.00.00;0,4;-200;2,1;42;36;20,8;55,9;1,3581
21/09/2004;05.00.00;0,6;-200;3,3;102;53;18,8;63,0;1,3582
21/09/2004;06.00.00;1,4;-200;8,1;231;79;18,3;65,5;1,3686
21/09/2004;07.00.00;5,6;-200;31,4;699;133;18,2;66,1;1,3679
21/09/2004;08.00.00;7,3;-200;41,2;738;148;19,6;60,7;1,3713
21/09/2004;09.00.00;5,3;-200;27,3;665;161;22,6;51,4;1,3920
21/09/2004;10.00.00;4,4;-200;24,2;598;191;25,8;44,2;1,4512
21/09/2004;11.00.00;3,1;-200;17,0;340;158;28,5;39,0;1,4928
21/09/2004;12.00.00;3,3;-200;17,7;374;157;30,1;35,1;1,4782
21/09/2004;13.00.00;3,8;-200;19,3;401;188;29,4;36,4;1,4718
21/09/2004;14.00.00;2,3;-200;12,7;275;143;29,2;37,9;1,5116
21/09/2004;15.00.00;2,6;-200;14,6;278;152;30,5;34,9;1,5015
21/09/2004;16.00.00;3,2;-200;17,8;342;168;31,5;31,4;1,4310
21/09/2004;17.00.00;5;-200;26,6;479;205;31,2;31,4;1,3987
21/09/2004;18.00.00;5,6;-200;30,3;553;204;28,5;37,2;1,4282
21/09/2004;19.00.00;5,4;-200;28,7;531;210;26,7;42,3;1,4618
21/09/2004;20.00.00;4,4;-200;20,0;428;173;24,8;49,0;1,5092
21/09/2004;21.00.00;2,4;-200;11,9;229;123;23,6;53,6;1,5374
21/09/2004;22.00.00;1,5;-200;8,1;145;92;23,0;55,8;1,5480
21/09/2004;23.00.00;1,3;-200;7,7;112;77;22,1;58,4;1,5393
22/09/2004;00.00.00;1,1;-200;5,9;99;74;22,6;56,3;1,5233
22/09/2004;01.00.00;1;-200;5,1;98;74;21,0;61,3;1,5031
22/09/2004;02.00.00;0,6;-200;2,4;54;47;23,0;54,0;1,5010
22/09/2004;03.00.00;0,5;-200;2,4;-200;-200;19,8;65,3;1,4894
22/09/2004;04.00.00;0,6;-200;3,8;59;44;18,3;70,8;1,4794
22/09/2004;05.00.00;0,8;-200;5,0;162;69;18,1;72,5;1,4876
22/09/2004;06.00.00;1,5;-200;9,7;268;79;18,3;71,0;1,4807
22/09/2004;07.00.00;4,1;-200;25,9;531;108;18,5;68,9;1,4565
22/09/2004;08.00.00;5,5;-200;34,3;517;119;20,1;62,7;1,4610
22/09/2004;09.00.00;5,5;-200;29,0;701;165;23,5;52,0;1,4833
22/09/2004;10.00.00;3,7;-200;20,0;510;172;26,8;42,7;1,4864
22/09/2004;11.00.00;3,3;-200;18,3;415;180;29,1;36,7;1,4543
22/09/2004;12.00.00;2,5;-200;13,4;243;130;30,8;32,0;1,4014
22/09/2004;13.00.00;2,6;-200;14,0;267;120;27,9;37,0;1,3720
22/09/2004;14.00.00;2,2;-200;12,1;233;117;28,5;37,3;1,4291
22/09/2004;15.00.00;2,6;-200;15,3;295;141;30,2;32,9;1,3865
22/09/2004;16.00.00;2,9;-200;16,1;309;151;32,9;27,7;1,3622
22/09/2004;17.00.00;5;-200;27,3;506;218;32,2;28,8;1,3624
22/09/2004;18.00.00;5,1;-200;26,2;479;213;28,8;39,0;1,5203
22/09/2004;19.00.00;5,2;-200;26,7;460;194;26,7;43,3;1,4881
22/09/2004;20.00.00;3,8;-200;18,3;363;167;24,6;54,0;1,6461
22/09/2004;21.00.00;2,2;-200;11,9;213;115;23,4;59,9;1,6992
22/09/2004;22.00.00;2,1;-200;11,5;183;98;22,5;62,6;1,6883
22/09/2004;23.00.00;1,8;-200;9,6;163;93;22,9;62,0;1,7127
23/09/2004;00.00.00;1,6;-200;8,0;152;87;22,2;64,9;1,7190
23/09/2004;01.00.00;1,4;-200;6,9;104;71;21,4;68,5;1,7261
23/09/2004;02.00.00;0,8;-200;3,7;61;49;22,2;63,0;1,6673
23/09/2004;03.00.00;0,5;-200;2,4;-200;-200;22,4;59,9;1,6069
23/09/2004;04.00.00;-200;-200;2,2;54;44;21,1;63,8;1,5817
23/09/2004;05.00.00;0,5;-200;2,5;84;58;22,9;57,5;1,5879
23/09/2004;06.00.00;0,9;-200;6,3;132;66;21,3;63,2;1,5794
23/09/2004;07.00.00;3,2;-200;21,6;422;112;21,3;63,5;1,5941
23/09/2004;08.00.00;2,8;-200;18,8;282;104;23,7;54,4;1,5765
23/09/2004;09.00.00;2,7;-200;18,1;293;103;25,0;50,8;1,5903
23/09/2004;10.00.00;2,4;-200;14,8;334;118;26,3;48,1;1,6199
23/09/2004;11.00.00;2,7;-200;15,9;324;129;26,4;47,3;1,6006
23/09/2004;12.00.00;2,8;-200;16,1;294;127;29,3;39,5;1,5855
23/09/2004;13.00.00;2,9;-200;17,2;273;130;29,0;39,6;1,5581
23/09/2004;14.00.00;2,6;-200;15,8;275;130;29,8;38,0;1,5642
23/09/2004;15.00.00;2,6;-200;15,1;282;118;30,4;37,2;1,5880
23/09/2004;16.00.00;3,2;-200;18,9;323;146;31,5;34,9;1,5903
23/09/2004;17.00.00;4,6;-200;25,2;442;190;31,6;34,8;1,5925
23/09/2004;18.00.00;4,9;-200;26,1;431;189;29,0;40,5;1,5949
23/09/2004;19.00.00;4,7;-200;25,6;402;173;27,2;45,9;1,6302
23/09/2004;20.00.00;3,3;-200;16,9;313;148;26,2;48,7;1,6256
23/09/2004;21.00.00;2,3;-200;12,6;228;116;25,1;50,5;1,5840
23/09/2004;22.00.00;2,1;-200;10,3;218;109;24,1;50,7;1,4959
23/09/2004;23.00.00;1,7;-200;8,9;179;94;22,5;53,7;1,4486
24/09/2004;00.00.00;1;-200;6,5;97;64;22,7;53,7;1,4580
24/09/2004;01.00.00;0,9;-200;5,3;83;59;21,5;57,9;1,4658
24/09/2004;02.00.00;0,7;-200;4,6;80;64;22,3;55,8;1,4828
24/09/2004;03.00.00;0,4;-200;2,0;-200;-200;22,7;53,8;1,4673
24/09/2004;04.00.00;0,4;-200;2,5;66;52;21,1;59,9;1,4789
24/09/2004;05.00.00;0,5;-200;2,8;109;55;20,4;63,0;1,4946
24/09/2004;06.00.00;1,3;-200;8,4;232;83;20,8;62,2;1,5119
24/09/2004;07.00.00;3,5;-200;21,1;535;114;21,3;61,6;1,5452
24/09/2004;08.00.00;5,5;-200;34,0;684;137;21,9;60,2;1,5600
24/09/2004;09.00.00;5,6;-200;29,4;803;160;23,0;56,4;1,5614
24/09/2004;10.00.00;3,4;-200;20,3;539;138;25,1;49,5;1,5572
24/09/2004;11.00.00;3,2;-200;18,4;364;134;26,6;44,3;1,5229
24/09/2004;12.00.00;3,7;-200;22,3;422;143;26,2;46,0;1,5422
24/09/2004;13.00.00;4,6;-200;26,9;483;153;25,4;48,7;1,5594
24/09/2004;14.00.00;4,2;-200;24,0;496;145;25,6;48,3;1,5580
24/09/2004;15.00.00;3,3;-200;19,3;403;123;25,7;47,8;1,5548
24/09/2004;16.00.00;2,7;-200;14,5;282;96;24,9;49,2;1,5251
24/09/2004;17.00.00;2,2;-200;11,1;268;107;18,3;75,4;1,5682
24/09/2004;18.00.00;2,8;-200;10,4;306;119;16,3;73,9;1,3601
24/09/2004;19.00.00;2,9;-200;10,5;293;109;15,6;75,7;1,3345
24/09/2004;20.00.00;2;-200;5,8;240;107;15,4;76,6;1,3334
24/09/2004;21.00.00;0,7;-200;2,2;93;57;14,0;75,4;1,1988
24/09/2004;22.00.00;0,6;-200;2,0;99;60;14,9;60,5;1,0213
24/09/2004;23.00.00;1,2;-200;3,8;55;22;15,5;50,9;0,8880
25/09/2004;00.00.00;1,2;-200;3,9;19;2;15,6;50,0;0,8773
25/09/2004;01.00.00;1,1;-200;3,7;26;7;15,4;53,6;0,9326
25/09/2004;02.00.00;0,6;-200;1,7;26;8;15,4;53,9;0,9334
25/09/2004;03.00.00;0,3;-200;1,0;-200;-200;15,3;52,4;0,9017
25/09/2004;04.00.00;0,3;-200;1,0;42;27;15,3;53,1;0,9181
25/09/2004;05.00.00;0,3;-200;0,9;32;14;15,4;53,7;0,9295
25/09/2004;06.00.00;0,4;-200;1,3;25;3;15,5;53,3;0,9308
25/09/2004;07.00.00;0,6;-200;2,1;28;9;15,4;52,7;0,9178
25/09/2004;08.00.00;0,7;-200;2,5;41;14;15,7;51,1;0,9056
25/09/2004;09.00.00;1;-200;4,6;130;52;16,9;47,7;0,9142
25/09/2004;10.00.00;1,1;-200;4,3;173;64;18,2;41,9;0,8674
25/09/2004;11.00.00;1,5;-200;6,5;168;66;19,1;37,0;0,8104
25/09/2004;12.00.00;1,4;-200;6,0;51;14;19,3;34,8;0,7710
25/09/2004;13.00.00;1,4;-200;6,0;31;9;19,8;31,2;0,7127
25/09/2004;14.00.00;1;-200;4,5;41;12;19,8;31,1;0,7104
25/09/2004;15.00.00;0,9;-200;3,9;41;14;20,2;28,6;0,6717
25/09/2004;16.00.00;1,1;-200;4,6;54;21;22,1;24,8;0,6514
25/09/2004;17.00.00;1,3;-200;6,7;112;43;21,1;27,7;0,6853
25/09/2004;18.00.00;1,8;-200;8,9;178;62;20,1;30,3;0,7045
25/09/2004;19.00.00;2,4;-200;9,8;218;68;19,5;33,0;0,7384
25/09/2004;20.00.00;2,7;-200;10,8;241;81;19,3;32,3;0,7163
25/09/2004;21.00.00;1,7;-200;7,4;223;88;18,4;33,2;0,6975
25/09/2004;22.00.00;2,2;-200;10,3;279;99;17,8;36,5;0,7366
25/09/2004;23.00.00;2,8;-200;13,8;330;98;17,8;39,9;0,8035
26/09/2004;00.00.00;2,4;-200;10,9;330;97;17,0;43,0;0,8242
26/09/2004;01.00.00;2,5;-200;11,7;341;101;15,5;52,2;0,9136
26/09/2004;02.00.00;1,4;-200;7,8;205;90;15,6;51,9;0,9135
26/09/2004;03.00.00;1,4;-200;7,7;-200;-200;13,5;59,4;0,9176
26/09/2004;04.00.00;-200;-200;5,5;130;61;13,4;59,9;0,9173
26/09/2004;05.00.00;0,9;-200;4,5;102;55;12,5;63,2;0,9146
26/09/2004;06.00.00;0,6;-200;3,3;79;46;13,6;57,6;0,8941
26/09/2004;07.00.00;1;-200;5,4;148;56;12,2;63,2;0,8964
26/09/2004;08.00.00;1,6;-200;8,2;261;83;14,6;56,4;0,9319
26/09/2004;09.00.00;0,9;-200;3,0;107;55;19,8;38,6;0,8831
26/09/2004;10.00.00;0,9;-200;3,0;103;47;21,6;33,4;0,8519
26/09/2004;11.00.00;1;-200;3,5;122;61;22,0;32,2;0,8407
26/09/2004;12.00.00;1;-200;3,6;127;58;22,7;30,2;0,8217
26/09/2004;13.00.00;0,9;-200;4,0;110;59;22,3;30,4;0,8063
26/09/2004;14.00.00;0,9;-200;4,2;98;54;22,1;30,5;0,7981
26/09/2004;15.00.00;0,9;-200;3,1;146;69;22,1;29,5;0,7761
26/09/2004;16.00.00;0,9;-200;3,5;119;54;23,4;27,1;0,7681
26/09/2004;17.00.00;2,7;-200;10,3;234;95;23,1;27,0;0,7538
26/09/2004;18.00.00;2,2;-200;7,8;261;99;21,5;31,4;0,7943
26/09/2004;19.00.00;3,3;-200;10,7;371;127;20,3;35,5;0,8330
26/09/2004;20.00.00;2,1;-200;7,3;266;98;19,6;36,3;0,8193
26/09/2004;21.00.00;1,8;-200;7,7;268;112;18,7;39,7;0,8482
26/09/2004;22.00.00;1,9;-200;8,6;294;115;18,0;42,7;0,8745
26/09/2004;23.00.00;2,3;-200;10,0;303;114;17,1;47,6;0,9208
27/09/2004;00.00.00;1,9;-200;8,5;241;103;16,6;51,3;0,9634
27/09/2004;01.00.00;1,3;-200;5,8;142;81;15,9;55,2;0,9881
27/09/2004;02.00.00;1;-200;5,0;110;75;14,9;58,9;0,9891
27/09/2004;03.00.00;0,6;-200;2,9;-200;-200;14,1;61,0;0,9799
27/09/2004;04.00.00;0,6;-200;3,4;104;64;14,0;62,6;0,9948
27/09/2004;05.00.00;0,9;-200;5,6;179;71;14,1;61,7;0,9844
27/09/2004;06.00.00;1,5;-200;9,0;361;99;14,4;60,3;0,9802
27/09/2004;07.00.00;5,5;-200;26,9;799;132;15,0;57,7;0,9778
27/09/2004;08.00.00;4;-200;18,8;614;135;16,9;50,3;0,9580
27/09/2004;09.00.00;1,8;-200;8,2;275;94;19,7;40,2;0,9108
27/09/2004;10.00.00;1,9;-200;9,1;325;103;22,2;33,6;0,8886
27/09/2004;11.00.00;1,7;-200;9,2;327;123;23,7;29,6;0,8537
27/09/2004;12.00.00;1,6;-200;8,3;252;95;21,9;30,7;0,7961
27/09/2004;13.00.00;1,9;-200;9,1;226;90;22,3;29,5;0,7838
27/09/2004;14.00.00;1,6;-200;9,2;230;99;23,8;27,0;0,7845
27/09/2004;15.00.00;1,8;-200;9,6;244;107;23,3;28,3;0,8012
27/09/2004;16.00.00;2;-200;11,8;251;112;24,2;27,2;0,8128
27/09/2004;17.00.00;3,1;-200;17,3;346;132;25,1;25,8;0,8065
27/09/2004;18.00.00;3,9;-200;17,8;407;148;22,3;29,2;0,7773
27/09/2004;19.00.00;4,3;-200;20,9;490;158;20,8;32,5;0,7873
27/09/2004;20.00.00;3,5;-200;14,9;434;145;19,1;36,8;0,8066
27/09/2004;21.00.00;2,4;-200;11,3;345;128;18,1;39,9;0,8232
27/09/2004;22.00.00;1,5;-200;8,4;192;105;17,4;42,8;0,8463
27/09/2004;23.00.00;1,3;-200;6,8;157;90;16,7;46,6;0,8793
28/09/2004;00.00.00;1;-200;4,9;148;85;17,1;46,8;0,9054
28/09/2004;01.00.00;0,8;-200;3,5;105;73;15,3;51,9;0,8982
28/09/2004;02.00.00;0,5;-200;2,8;141;74;15,0;52,8;0,8929
28/09/2004;03.00.00;0,4;-200;2,1;-200;-200;14,4;54,5;0,8887
28/09/2004;04.00.00;0,5;-200;2,2;107;61;12,8;59,8;0,8801
28/09/2004;05.00.00;0,7;-200;3,9;166;69;11,9;62,7;0,8726
28/09/2004;06.00.00;1,2;-200;7,3;241;82;12,1;62,6;0,8825
28/09/2004;07.00.00;2,4;-200;15,5;368;120;13,5;58,2;0,8944
28/09/2004;08.00.00;4,3;-200;27,1;498;135;14,4;55,7;0,9087
28/09/2004;09.00.00;4,1;-200;21,3;641;152;17,8;45,7;0,9224
28/09/2004;10.00.00;3,7;-200;19,9;667;177;21,0;37,2;0,9155
28/09/2004;11.00.00;3,4;-200;19,4;550;181;24,5;29,8;0,9008
28/09/2004;12.00.00;3,8;-200;21,8;483;176;26,4;26,4;0,8969
28/09/2004;13.00.00;4,1;-200;21,7;524;163;25,2;26,8;0,8451
28/09/2004;14.00.00;3,4;-200;18,9;481;174;26,1;24,8;0,8283
28/09/2004;15.00.00;2,3;-200;13,0;305;117;26,2;24,4;0,8174
28/09/2004;16.00.00;3,2;-200;18,8;396;145;28,9;21,3;0,8382
28/09/2004;17.00.00;4,8;-200;26,8;501;173;28,0;23,3;0,8681
28/09/2004;18.00.00;6,7;-200;36,9;702;204;24,7;27,9;0,8559
28/09/2004;19.00.00;7,5;-200;39,3;755;209;23,0;33,6;0,9302
28/09/2004;20.00.00;4,5;-200;23,1;524;175;20,9;45,8;1,1159
28/09/2004;21.00.00;2,1;-200;11,6;247;129;19,8;48,6;1,1130
28/09/2004;22.00.00;1,5;-200;8,3;196;111;19,8;47,7;1,0885
28/09/2004;23.00.00;1,1;-200;5,7;135;85;18,6;49,1;1,0435
29/09/2004;00.00.00;1,1;-200;5,9;146;86;17,2;53,9;1,0498
29/09/2004;01.00.00;0,9;-200;4,1;106;71;16,3;56,8;1,0470
29/09/2004;02.00.00;0,5;-200;2,2;70;60;17,4;53,4;1,0541
29/09/2004;03.00.00;0,4;-200;2,0;-200;-200;15,5;58,8;1,0309
29/09/2004;04.00.00;-200;-200;2,2;62;48;14,6;62,1;1,0236
29/09/2004;05.00.00;0,4;-200;2,0;60;45;17,1;52,5;1,0130
29/09/2004;06.00.00;0,7;-200;4,0;92;53;15,2;58,3;0,9986
29/09/2004;07.00.00;2;-200;13,4;277;94;14,9;59,2;0,9985
29/09/2004;08.00.00;4,2;-200;28,0;600;122;15,1;59,0;1,0086
29/09/2004;09.00.00;5,2;-200;28,6;693;170;19,0;47,8;1,0434
29/09/2004;10.00.00;3,8;-200;21,4;617;174;22,4;38,8;1,0400
29/09/2004;11.00.00;3,7;-200;19,1;569;191;25,4;33,3;1,0679
29/09/2004;12.00.00;3,4;-200;19,6;409;179;27,2;30,4;1,0810
29/09/2004;13.00.00;3,1;-200;15,8;335;148;25,5;34,8;1,1152
29/09/2004;14.00.00;2,4;-200;13,5;290;129;26,4;28,5;0,9658
29/09/2004;15.00.00;2,8;-200;15,9;312;148;27,7;25,1;0,9158
29/09/2004;16.00.00;3,6;-200;19,9;440;184;28,6;23,2;0,8917
29/09/2004;17.00.00;4;-200;21,6;450;188;27,2;26,3;0,9317
29/09/2004;18.00.00;5,6;-200;31,0;578;204;25,3;33,0;1,0473
29/09/2004;19.00.00;6,3;-200;34,1;615;201;23,2;36,9;1,0346
29/09/2004;20.00.00;4,7;-200;22,8;536;165;21,6;43,3;1,1019
29/09/2004;21.00.00;1,9;-200;12,3;238;133;21,1;44,8;1,1088
29/09/2004;22.00.00;1,9;-200;10,9;249;125;19,7;49,3;1,1148
29/09/2004;23.00.00;1,2;-200;7,1;150;101;20,3;47,8;1,1281
30/09/2004;00.00.00;0,9;-200;5,7;108;79;19,4;50,3;1,1201
30/09/2004;01.00.00;-200;-200;5,3;-200;-200;18,3;53,1;1,1056
30/09/2004;02.00.00;-200;-200;2,9;-200;-200;17,5;56,1;1,1103
30/09/2004;03.00.00;-200;-200;1,9;-200;-200;19,2;50,3;1,1087
30/09/2004;04.00.00;-200;-200;2,4;-200;-200;16,6;59,6;1,1170
30/09/2004;05.00.00;-200;-200;4,0;-200;-200;17,5;57,1;1,1311
30/09/2004;06.00.00;-200;-200;8,1;-200;-200;17,6;57,6;1,1471
30/09/2004;07.00.00;-200;-200;24,8;-200;-200;18,0;57,0;1,1665
30/09/2004;08.00.00;-200;-200;36,3;-200;-200;18,5;55,9;1,1779
30/09/2004;09.00.00;-200;-200;20,9;-200;-200;18,6;57,2;1,2146
30/09/2004;10.00.00;-200;-200;22,2;-200;-200;20,2;53,0;1,2407
30/09/2004;11.00.00;-200;-200;23,5;-200;-200;21,3;50,1;1,2539
30/09/2004;12.00.00;1,7;-200;10,8;-200;-200;24,6;42,8;1,3053
30/09/2004;13.00.00;1,7;-200;11,2;223;101;24,6;44,1;1,3477
30/09/2004;14.00.00;2,2;-200;15,1;267;113;25,6;43,4;1,4049
30/09/2004;15.00.00;2,8;-200;17,4;308;121;26,1;42,6;1,4172
30/09/2004;16.00.00;3,9;-200;23,4;422;146;25,8;44,8;1,4644
30/09/2004;17.00.00;6,5;-200;35,9;623;188;25,4;47,9;1,5346
30/09/2004;18.00.00;6,3;-200;34,0;572;182;24,6;50,0;1,5241
30/09/2004;19.00.00;5,7;-200;30,1;514;166;23,6;54,4;1,5687
30/09/2004;20.00.00;4,4;-200;20,0;414;142;22,6;59,5;1,6155
30/09/2004;21.00.00;1,6;-200;10,5;143;84;22,1;61,3;1,6133
30/09/2004;22.00.00;1,5;-200;9,0;147;87;22,1;61,3;1,6053
30/09/2004;23.00.00;1,7;-200;10,7;159;91;21,1;64,7;1,5956
01/10/2004;00.00.00;1,9;-200;10,4;206;91;20,3;66,4;1,5591
01/10/2004;01.00.00;1,6;-200;9,7;140;74;19,4;69,3;1,5418
01/10/2004;02.00.00;1,3;-200;6,9;132;69;19,0;70,8;1,5417
01/10/2004;03.00.00;0,8;-200;4,0;-200;-200;20,2;65,8;1,5442
01/10/2004;04.00.00;0,6;-200;3,0;81;54;19,8;67,2;1,5322
01/10/2004;05.00.00;0,7;-200;4,3;120;60;19,0;70,3;1,5308
01/10/2004;06.00.00;1,6;-200;9,8;279;69;18,8;71,8;1,5372
